Codice;Sigla;Descrizione Prodotto;Listino Febbraio 2026 Euro cad.;
G4CA67;SCQE.1834S;RISALITA CAVI CON TETTO E FONDO 1800HX300LX400P; 	707,40 ;
G4CA68;SCQE.1835S;RISALITA CAVI CON TETTO E FONDO 1800HX300LX500P; 	725,50 ;
G4CA69;SCQE.1836S;RISALITA CAVI CON TETTO E FONDO 1800HX300LX600P; 	787,40 ;
G4CA6A;SCQE.1838S;RISALITA CAVI CON TETTO E FONDO 1800HX300LX800P; 	885,50 ;
G4CAR2;SCQE.1843S;RISALITA CAVI CON TETTO E FONDO 1800HX400LX300P; 	701,40 ;
G4CA6B;SCQE.1844S;RISALITA CAVI CON TETTO E FONDO 1800HX400LX400P; 	707,40 ;
G4CA6C;SCQE.1845S;RISALITA CAVI CON TETTO E FONDO 1800HX400LX500P; 	725,50 ;
G4CA6D;SCQE.1846S;RISALITA CAVI CON TETTO E FONDO 1800HX400LX600P; 	787,40 ;
G4CA6E;SCQE.1848S;RISALITA CAVI CON TETTO E FONDO 1800HX400LX800P; 	885,50 ;
G4CAR4;SCQE.2033S;RISALITA CAVI CON TETTO E FONDO 2000HX300LX300P; 	708,20 ;
G4CA6F;SCQE.2034S;RISALITA CAVI CON TETTO E FONDO 2000HX300LX400P; 	733,20 ;
G4CA6G;SCQE.2035S;RISALITA CAVI CON TETTO E FONDO 2000HX300LX500P; 	748,50 ;
G4CA6H;SCQE.2036S;RISALITA CAVI CON TETTO E FONDO 2000HX300LX600P; 	831,20 ;
G4CA6J;SCQE.2038S;RISALITA CAVI CON TETTO E FONDO 2000HX300LX800P; 	905,90 ;
G4CAR5;SCQE.2043S;RISALITA CAVI CON TETTO E FONDO 2000HX400LX300P; 	727,60 ;
G4CA6K;SCQE.2044S;RISALITA CAVI CON TETTO E FONDO 2000HX400LX400P; 	733,20 ;
G4CA6L;SCQE.2045S;RISALITA CAVI CON TETTO E FONDO 2000HX400LX500P; 	748,50 ;
G4CA6M;SCQE.2046S;RISALITA CAVI CON TETTO E FONDO 2000HX400LX600P; 	831,20 ;
G4CA6N;SCQE.2048S;RISALITA CAVI CON TETTO E FONDO 2000HX400LX800P; 	905,90 ;
G4CAR7;SCQE.2233S;RISALITA CAVI CON TETTO E FONDO 2200HX300LX300P; 	764,40 ;
G4CA6P;SCQE.2234S;RISALITA CAVI CON TETTO E FONDO 2200HX300LX400P; 	787,40 ;
G4CA6Q;SCQE.2235S;RISALITA CAVI CON TETTO E FONDO 2200HX300LX500P; 	787,40 ;
G4CA6R;SCQE.2236S;RISALITA CAVI CON TETTO E FONDO 2200HX300LX600P; 	846,90 ;
G4CA6S;SCQE.2238S;RISALITA CAVI CON TETTO E FONDO 2200HX300LX800P; 	926,80 ;
G4CAR8;SCQE.2243S;RISALITA CAVI CON TETTO E FONDO 2200HX400LX300P; 	785,90 ;
G4CA6T;SCQE.2244S;RISALITA CAVI CON TETTO E FONDO 2200HX400LX400P; 	787,40 ;
G4CA6U;SCQE.2245S;RISALITA CAVI CON TETTO E FONDO 2200HX400LX500P; 	787,40 ;
G4CA6V;SCQE.2246S;RISALITA CAVI CON TETTO E FONDO 2200HX400LX600P; 	846,90 ;
G4CA6W;SCQE.2248S;RISALITA CAVI CON TETTO E FONDO 2200HX400LX800P; 	926,80 ;
RISALITA CAVI CON PORTA CIECA SENZA PARETI LATERALI, PIASTRA DI MONTAGGIO E ZOCCOLO;;;;
G4CA76;SCQE.1644;RISALITA CAVI PORTA CIECA IP55 1600HX400LX400P; 	1.102,00 ;
G4CA77;SCQE.1645;RISALITA CAVI PORTA CIECA IP55 1600HX400LX500P; 	1.136,00 ;
G4CA78;SCQE.1646;RISALITA CAVI PORTA CIECA IP55 1600HX400LX600P; 	1.210,00 ;
G4CARA;SCQE.1833;RISALITA CAVI PORTA CIECA IP55 1800HX300LX300P; 	1.044,00 ;
G4CARB;SCQE.1843;RISALITA CAVI PORTA CIECA IP55 1800HX400LX300P; 	1.063,00 ;
G4CA79;SCQE.1844;RISALITA CAVI PORTA CIECA IP55 1800HX400LX400P; 	1.063,00 ;
G4CA7A;SCQE.1845;RISALITA CAVI PORTA CIECA IP55 1800HX400LX500P; 	1.082,00 ;
G4CA7B;SCQE.1846;RISALITA CAVI PORTA CIECA IP55 1800HX400LX600P; 	1.144,00 ;
G4CA7C;SCQE.1848;RISALITA CAVI PORTA CIECA IP55 1800HX400LX800P; 	1.242,00 ;
G4CARD;SCQE.2033;RISALITA CAVI PORTA CIECA IP55 2000HX300LX300P; 	1.125,00 ;
G4CARE;SCQE.2043;RISALITA CAVI PORTA CIECA IP55 2000HX400LX300P; 	1.142,00 ;
G4CA7D;SCQE.2044;RISALITA CAVI PORTA CIECA IP55 2000HX400LX400P; 	1.144,00 ;
G4CA7E;SCQE.2045;RISALITA CAVI PORTA CIECA IP55 2000HX400LX500P; 	1.159,00 ;
G4CA7F;SCQE.2046;RISALITA CAVI PORTA CIECA IP55 2000HX400LX600P; 	1.242,00 ;
G4CA7G;SCQE.2048;RISALITA CAVI PORTA CIECA IP55 2000HX400LX800P; 	1.317,00 ;
G4CARG;SCQE.2233;RISALITA CAVI PORTA CIECA IP55 2200HX300LX300P; 	1.247,00 ;
G4CARH;SCQE.2243;RISALITA CAVI PORTA CIECA IP55 2200HX400LX300P; 	1.259,00 ;
G4CA7H;SCQE.2245;RISALITA CAVI PORTA CIECA IP55 2200HX400LX500P; 	1.262,00 ;
G4CA7J;SCQE.2246;RISALITA CAVI PORTA CIECA IP55 2200HX400LX600P; 	1.321,00 ;
G4CA7K;SCQE.2248;RISALITA CAVI PORTA CIECA IP55 2200HX400LX800P; 	1.402,00 ;
ARMADI COMPONIBILI STRUTTURA;;;;
G4CA7W;SCQE.1464S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1400HX600LX400P; 	813,30 ;
G4CA7X;SCQE.1465S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1400HX600LX500P; 	826,00 ;
G4CA7Y;SCQE.1484S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1400HX800LX400P; 	849,20 ;
G4CA7Z;SCQE.1485S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1400HX800LX500P; 	880,40 ;
G4CA81;SCQE.14124S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1400HX1200LX400P; 	1.054,00 ;
G4CA82;SCQE.14125S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1400HX1200LX500P; 	1.079,00 ;
G4CA83;SCQE.14164S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1400HX1600LX400P; 	1.277,00 ;
G4CA84;SCQE.14165S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1400HX1600LX500P; 	1.303,00 ;
G4CA85;SCQE.1664S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1600HX600LX400P; 	784,70 ;
G4CA86;SCQE.1665S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1600HX600LX500P; 	813,30 ;
G4CA87;SCQE.1666S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1600HX600LX600P; 	893,20 ;
G4CA88;SCQE.1684S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1600HX800LX400P; 	844,20 ;
G4CA89;SCQE.1685S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1600HX800LX500P; 	875,10 ;
G4CA8A;SCQE.1686S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1600HX800LX600P; 	924,30 ;
G4CA8B;SCQE.16104S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1600HX1000LX400P; 	931,80 ;
G4CA8C;SCQE.16105S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1600HX1000LX500P; 	950,00 ;
G4CA8D;SCQE.16106S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1600HX1000LX600P; 	1.123,00 ;
G4CA8E;SCQE.16124S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1600HX1200LX400P; 	1.007,00 ;
G4CA8F;SCQE.16125S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1600HX1200LX500P; 	1.033,00 ;
G4CA8G;SCQE.16126S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1600HX1200LX600P; 	1.169,00 ;
G4CAA3;SCQE.1863S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1800HX600LX300P; 	767,90 ;
G4CA8H;SCQE.1864S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1800HX600LX400P; 	789,90 ;
G4CA8J;SCQE.1865S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1800HX600LX500P; 	820,80 ;
G4CA8K;SCQE.1866S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1800HX600LX600P; 	895,70 ;
G4CA8L;SCQE.1868S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1800HX600LX800P; 	1.073,00 ;
G4CARJ;SCQE.1883S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1800HX800LX300P; 	827,50 ;
G4CA8M;SCQE.1884S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1800HX800LX400P; 	849,20 ;
G4CA8N;SCQE.1885S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1800HX800LX500P; 	877,80 ;
G4CA8P;SCQE.1886S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1800HX800LX600P; 	931,80 ;
G4CA8Q;SCQE.1888S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1800HX800LX800P; 	1.097,00 ;
G4CA8R;SCQE.18104S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1800HX1000LX400P; 	937,10 ;
G4CA8S;SCQE.18105S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1800HX1000LX500P; 	955,00 ;
G4CA8T;SCQE.18106S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1800HX1000LX600P; 	1.131,00 ;
G4CA8U;SCQE.18108S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1800HX1000LX800P; 	1.273,00 ;
G4CA8V;SCQE.18124S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1800HX1200LX400P; 	1.015,00 ;
G4CA8W;SCQE.18125S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1800HX1200LX500P; 	1.025,00 ;
G4CA8X;SCQE.18126S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1800HX1200LX600P; 	1.159,00 ;
G4CA8Y;SCQE.18128S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 1800HX1200LX800P; 	1.354,00 ;
G4CARL;SCQE.2063S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX600LX300P; 	835,90 ;
G4CA8Z;SCQE.2064S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX600LX400P; 	857,30 ;
G4CA91;SCQE.2065S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX600LX500P; 	885,50 ;
G4CA92;SCQE.2066S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX600LX600P; 	937,10 ;
G4CA93;SCQE.2068S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX600LX800P; 	1.115,00 ;
G4CARM;SCQE.2083S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX800LX300P; 	872,90 ;
G4CA94;SCQE.2084S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX800LX400P; 	895,70 ;
G4CA95;SCQE.2085S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX800LX500P; 	921,60 ;
G4CA96;SCQE.2086S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX800LX600P; 	960,30 ;
G4CA97;SCQE.2088S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX800LX800P; 	1.144,00 ;
G4CA98;SCQE.20104S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX1000LX400P; 	960,30 ;
G4CA99;SCQE.20105S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX1000LX500P; 	980,90 ;
G4CA9A;SCQE.20106S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX1000LX600P; 	1.110,00 ;
G4CA9B;SCQE.20108S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX1000LX800P; 	1.245,00 ;
G4CA9C;SCQE.20124S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX1200LX400P; 	1.071,00 ;
G4CA9D;SCQE.20125S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX1200LX500P; 	1.090,00 ;
G4CA9E;SCQE.20126S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX1200LX600P; 	1.196,00 ;
G4CA9F;SCQE.20128S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX1200LX800P; 	1.354,00 ;
G4CA9G;SCQE.20144S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX1400LX400P; 	1.283,00 ;
G4CA9H;SCQE.20145S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX1400LX500P; 	1.307,00 ;
G4CA9J;SCQE.20146S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX1400LX600P; 	1.412,00 ;
G4CA9K;SCQE.20148S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX1400LX800P; 	1.569,00 ;
G4CA9L;SCQE.20164S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX1600LX400P; 	1.417,00 ;
G4CA9M;SCQE.20165S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX1600LX500P; 	1.440,00 ;
G4CA9N;SCQE.20166S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX1600LX600P; 	1.549,00 ;
G4CA9P;SCQE.20168S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2000HX1600LX800P; 	1.702,00 ;
G4CARP;SCQE.2263S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2200HX600LX300P; 	903,40 ;
G4CARQ;SCQE.2264S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2200HX600LX400P; 	939,10 ;
G4CA9Q;SCQE.2265S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2200HX600LX500P; 	942,20 ;
G4CA9R;SCQE.2266S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2200HX600LX600P; 	994,00 ;
G4CA9S;SCQE.2268S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2200HX600LX800P; 	1.167,00 ;
G4CARR;SCQE.2283S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2200HX800LX300P; 	929,40 ;
G4CAA4;SCQE.2284S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2200HX800LX400P; 	939,50 ;
G4CA9T;SCQE.2285S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2200HX800LX500P; 	937,10 ;
G4CA9U;SCQE.2286S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2200HX800LX600P; 	1.007,00 ;
G4CA9V;SCQE.2288S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2200HX800LX800P; 	1.206,00 ;
G4CA9W;SCQE.22105S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2200HX1000LX500P; 	1.061,00 ;
G4CA9X;SCQE.22106S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2200HX1000LX600P; 	1.172,00 ;
G4CA9Y;SCQE.22108S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2200HX1000LX800P; 	1.268,00 ;
G4CA9Z;SCQE.22125S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2200HX1200LX500P; 	1.206,00 ;
G4CAA1;SCQE.22126S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2200HX1200LX600P; 	1.290,00 ;
G4CAA2;SCQE.22128S;STRUTTURA ARMADIO COMPONIBILE CON TETTO E FONDO 2200HX1200LX800P; 	1.351,00 ;
ARMADI COMPONIBILI CON PORTA CIECA SENZA PARETI LATERALI, PIASTRA DI MONTAGGIO E ZOCCOLO;;;;
G4CAAE;SCQE.1464;ARMADIO COMPONIBILE PORTA CIECA IP55 1400HX600LX400P; 	1.179,00 ;
G4CAAF;SCQE.1465;ARMADIO COMPONIBILE PORTA CIECA IP55 1400HX600LX500P; 	1.190,00 ;
G4CAAG;SCQE.1484;ARMADIO COMPONIBILE PORTA CIECA IP55 1400HX800LX400P; 	1.273,00 ;
G4CAAH;SCQE.1485;ARMADIO COMPONIBILE PORTA CIECA IP55 1400HX800LX500P; 	1.303,00 ;
G4CAAJ;SCQE.14124;ARMADIO COMPONIBILE PORTA CIECA IP55 1400HX1200LX400P; 	1.788,00 ;
G4CAAK;SCQE.14125;ARMADIO COMPONIBILE PORTA CIECA IP55 1400HX1200LX500P; 	1.811,00 ;
G4CAAL;SCQE.14164;ARMADIO COMPONIBILE PORTA CIECA IP55 1400HX1600LX400P; 	2.238,00 ;
G4CAAM;SCQE.14165;ARMADIO COMPONIBILE PORTA CIECA IP55 1400HX1600LX500P; 	2.260,00 ;
G4CAAN;SCQE.1664;ARMADIO COMPONIBILE PORTA CIECA IP55 1600HX600LX400P; 	1.179,00 ;
G4CAAP;SCQE.1665;ARMADIO COMPONIBILE PORTA CIECA IP55 1600HX600LX500P; 	1.208,00 ;
G4CAAQ;SCQE.1666;ARMADIO COMPONIBILE PORTA CIECA IP55 1600HX600LX600P; 	1.285,00 ;
G4CAAR;SCQE.1684;ARMADIO COMPONIBILE PORTA CIECA IP55 1600HX800LX400P; 	1.296,00 ;
G4CAAS;SCQE.1685;ARMADIO COMPONIBILE PORTA CIECA IP55 1600HX800LX500P; 	1.325,00 ;
G4CAAT;SCQE.1686;ARMADIO COMPONIBILE PORTA CIECA IP55 1600HX800LX600P; 	1.373,00 ;
G4CAAU;SCQE.16104;ARMADIO COMPONIBILE PORTA CIECA IP55 1600HX1000LX400P; 	1.440,00 ;
G4CAAV;SCQE.16105;ARMADIO COMPONIBILE PORTA CIECA IP55 1600HX1000LX500P; 	1.460,00 ;
G4CAAW;SCQE.16106;ARMADIO COMPONIBILE PORTA CIECA IP55 1600HX1000LX600P; 	1.633,00 ;
G4CAAX;SCQE.16124;ARMADIO COMPONIBILE PORTA CIECA IP55 1600HX1200LX400P; 	1.797,00 ;
G4CAAY;SCQE.16125;ARMADIO COMPONIBILE PORTA CIECA IP55 1600HX1200LX500P; 	1.821,00 ;
G4CAAZ;SCQE.16126;ARMADIO COMPONIBILE PORTA CIECA IP55 1600HX1200LX600P; 	1.959,00 ;
G4CARU;SCQE.1863;ARMADIO COMPONIBILE PORTA CIECA IP55 1800HX600LX300P; 	1.183,00 ;
G4CAB1;SCQE.1864;ARMADIO COMPONIBILE PORTA CIECA IP55 1800HX600LX400P; 	1.200,00 ;
G4CAB2;SCQE.1865;ARMADIO COMPONIBILE PORTA CIECA IP55 1800HX600LX500P; 	1.228,00 ;
G4CAB3;SCQE.1866;ARMADIO COMPONIBILE PORTA CIECA IP55 1800HX600LX600P; 	1.303,00 ;
G4CAB4;SCQE.1868;ARMADIO COMPONIBILE PORTA CIECA IP55 1800HX600LX800P; 	1.483,00 ;
G4CARV;SCQE.1883;ARMADIO COMPONIBILE PORTA CIECA IP55 1800HX800LX300P; 	1.294,00 ;
G4CAB5;SCQE.1884;ARMADIO COMPONIBILE PORTA CIECA IP55 1800HX800LX400P; 	1.314,00 ;
G4CAB6;SCQE.1885;ARMADIO COMPONIBILE PORTA CIECA IP55 1800HX800LX500P; 	1.344,00 ;
G4CAB7;SCQE.1886;ARMADIO COMPONIBILE PORTA CIECA IP55 1800HX800LX600P; 	1.397,00 ;
G4CAB8;SCQE.1888;ARMADIO COMPONIBILE PORTA CIECA IP55 1800HX800LX800P; 	1.559,00 ;
G4CAB9;SCQE.18104;ARMADIO COMPONIBILE PORTA CIECA IP55 1800HX1000LX400P; 	1.460,00 ;
G4CABA;SCQE.18105;ARMADIO COMPONIBILE PORTA CIECA IP55 1800HX1000LX500P; 	1.476,00 ;
G4CABB;SCQE.18106;ARMADIO COMPONIBILE PORTA CIECA IP55 1800HX1000LX600P; 	1.654,00 ;
G4CABC;SCQE.18108;ARMADIO COMPONIBILE PORTA CIECA IP55 1800HX1000LX800P; 	1.794,00 ;
G4CABD;SCQE.18124;ARMADIO COMPONIBILE PORTA CIECA IP55 1800HX1200LX400P; 	1.813,00 ;
G4CABE;SCQE.18125;ARMADIO COMPONIBILE PORTA CIECA IP55 1800HX1200LX500P; 	1.841,00 ;
G4CABF;SCQE.18126;ARMADIO COMPONIBILE PORTA CIECA IP55 1800HX1200LX600P; 	1.976,00 ;
G4CABG;SCQE.18128;ARMADIO COMPONIBILE PORTA CIECA IP55 1800HX1200LX800P; 	2.170,00 ;
G4CARX;SCQE.2063;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX600LX300P; 	1.325,00 ;
G4CABH;SCQE.2064;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX600LX400P; 	1.338,00 ;
G4CABJ;SCQE.2065;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX600LX500P; 	1.365,00 ;
G4CABK;SCQE.2066;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX600LX600P; 	1.414,00 ;
G4CABL;SCQE.2068;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX600LX800P; 	1.593,00 ;
G4CARY;SCQE.2083;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX800LX300P; 	1.392,00 ;
G4CABM;SCQE.2084;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX800LX400P; 	1.402,00 ;
G4CABN;SCQE.2085;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX800LX500P; 	1.428,00 ;
G4CABP;SCQE.2086;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX800LX600P; 	1.469,00 ;
G4CABQ;SCQE.2088;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX800LX800P; 	1.654,00 ;
G4CABR;SCQE.20104;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX1000LX400P; 	1.524,00 ;
G4CABS;SCQE.20105;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX1000LX500P; 	1.544,00 ;
G4CABT;SCQE.20106;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX1000LX600P; 	1.671,00 ;
G4CABU;SCQE.20108;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX1000LX800P; 	1.807,00 ;
G4CABV;SCQE.20124;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX1200LX400P; 	1.972,00 ;
G4CABW;SCQE.20125;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX1200LX500P; 	1.991,00 ;
G4CABX;SCQE.20126;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX1200LX600P; 	2.099,00 ;
G4CABY;SCQE.20128;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX1200LX800P; 	2.257,00 ;
G4CABZ;SCQE.20144;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX1400LX400P; 	2.268,00 ;
G4CAC1;SCQE.20145;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX1400LX500P; 	2.293,00 ;
G4CAC2;SCQE.20146;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX1400LX600P; 	2.400,00 ;
G4CAC3;SCQE.20148;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX1400LX800P; 	2.557,00 ;
G4CAC4;SCQE.20164;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX1600LX400P; 	2.492,00 ;
G4CAC5;SCQE.20165;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX1600LX500P; 	2.509,00 ;
G4CAC6;SCQE.20166;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX1600LX600P; 	2.619,00 ;
G4CAC7;SCQE.20168;ARMADIO COMPONIBILE PORTA CIECA IP55 2000HX1600LX800P; 	2.775,00 ;
G4CAS2;SCQE.2263;ARMADIO COMPONIBILE PORTA CIECA IP55 2200HX600LX300P; 	1.418,00 ;
G4CAS3;SCQE.2264;ARMADIO COMPONIBILE PORTA CIECA IP55 2200HX600LX400P; 	1.448,00 ;
G4CAC8;SCQE.2265;ARMADIO COMPONIBILE PORTA CIECA IP55 2200HX600LX500P; 	1.450,00 ;
G4CAC9;SCQE.2266;ARMADIO COMPONIBILE PORTA CIECA IP55 2200HX600LX600P; 	1.500,00 ;
G4CACA;SCQE.2268;ARMADIO COMPONIBILE PORTA CIECA IP55 2200HX600LX800P; 	1.671,00 ;
G4CAS5;SCQE.2283;ARMADIO COMPONIBILE PORTA CIECA IP55 2200HX800LX300P; 	1.502,00 ;
G4CAS6;SCQE.2284;ARMADIO COMPONIBILE PORTA CIECA IP55 2200HX800LX400P; 	1.512,00 ;
G4CACB;SCQE.2285;ARMADIO COMPONIBILE PORTA CIECA IP55 2200HX800LX500P; 	1.500,00 ;
G4CACC;SCQE.2286;ARMADIO COMPONIBILE PORTA CIECA IP55 2200HX800LX600P; 	1.569,00 ;
G4CACD;SCQE.2288;ARMADIO COMPONIBILE PORTA CIECA IP55 2200HX800LX800P; 	1.767,00 ;
G4CACE;SCQE.22105;ARMADIO COMPONIBILE PORTA CIECA IP55 2200HX1000LX500P; 	1.682,00 ;
G4CACF;SCQE.22106;ARMADIO COMPONIBILE PORTA CIECA IP55 2200HX1000LX600P; 	1.793,00 ;
G4CACG;SCQE.22108;ARMADIO COMPONIBILE PORTA CIECA IP55 2200HX1000LX800P; 	1.887,00 ;
G4CACH;SCQE.22125;ARMADIO COMPONIBILE PORTA CIECA IP55 2200HX1200LX500P; 	2.221,00 ;
G4CACJ;SCQE.22126;ARMADIO COMPONIBILE PORTA CIECA IP55 2200HX1200LX600P; 	2.308,00 ;
G4CACK;SCQE.22128;ARMADIO COMPONIBILE PORTA CIECA IP55 2200HX1200LX800P; 	2.365,00 ;
ARMADI COMPONIBILI CON PORTA TRASPARENTE SENZA PARETI LATERALI, PIASTRA DI MONTAGGIO E ZOCCOLO;;;;
G4CAD2;SCQE.1464X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1400HX600LX400P; 	1.502,00 ;
G4CAD3;SCQE.1465X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1400HX600LX500P; 	1.514,00 ;
G4CAD4;SCQE.1484X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1400HX800LX400P; 	1.610,00 ;
G4CAD5;SCQE.1485X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1400HX800LX500P; 	1.643,00 ;
G4CAD6;SCQE.1664X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1600HX600LX400P; 	1.547,00 ;
G4CAD7;SCQE.1665X;ARMADIO COMPONIBILE PORTA TRASPARENTE IP55 1600HX600LX500P; 	1.571,00 ;
